feature,bin,count,mean_return,median_return,win_rate
breakout_velocity,8,17,0.0001632618252811294,-0.0006304338381591455,0.35294117647058826
breakout_velocity,9,17,0.0004898428704407263,0.00027708774385813446,0.5294117647058824
price_acceleration,0,17,0.0006814337832000496,0.0003865970112021692,0.5294117647058824
price_acceleration,1,17,0.0002799952626001488,-0.0002548045560384713,0.47058823529411764
price_acceleration,2,17,-0.00011008139310855044,-0.00017327668248525146,0.35294117647058826
price_acceleration,3,17,0.00044854322761551577,0.000787550977187387,0.5882352941176471
price_acceleration,4,17,0.000370281282331151,-0.00033127199470086004,0.4117647058823529
price_acceleration,5,16,0.0005285271821892569,0.0007073063631343485,0.625
price_acceleration,6,17,0.0006250769400045907,0.00044805106696283153,0.5882352941176471
price_acceleration,7,17,0.00011018969769091497,-0.0005042631482486469,0.47058823529411764
price_acceleration,8,17,0.001195819116987918,0.0010441896918986235,0.7647058823529411
price_acceleration,9,17,0.0006403328985956827,0.0006144936782785946,0.6470588235294118
distance_from_range_high,0,17,0.000528039625576595,0.0005718920193383017,0.7058823529411765
distance_from_range_high,1,17,0.00017549095582185923,-0.000262904131901681,0.47058823529411764
distance_from_range_high,2,17,0.0006299191117667268,-0.00013650189432614073,0.47058823529411764
distance_from_range_high,3,17,0.0012373788519740646,0.0007289342852949713,0.7058823529411765
distance_from_range_high,4,17,0.000991056377458121,0.001101220030265723,0.7058823529411765
distance_from_range_high,5,16,0.00019131603196913103,0.0005406056267768132,0.5625
distance_from_range_high,6,17,-0.0001218295852270819,-0.0005498611782156658,0.35294117647058826
distance_from_range_high,7,17,0.0005989658645319996,0.00030053221468433937,0.5294117647058824
distance_from_range_high,8,17,0.00033138081115753187,-0.0002208395461041411,0.47058823529411764
distance_from_range_high,9,17,0.00018856400306478202,-0.0007267831265871748,0.47058823529411764
