symbol,fold_id,model,feature,importance,abs_importance,tree_text
GBPUSD,10,logistic_primary,early_range_expansion,-0.37708575504807806,0.37708575504807806,
GBPUSD,10,logistic_primary,early_mfe,0.913955185047687,0.913955185047687,
GBPUSD,10,logistic_primary,early_mae,-1.175289798537922,1.175289798537922,
GBPUSD,10,logistic_primary,early_slope,0.7463457844077348,0.7463457844077348,
GBPUSD,10,logistic_primary,volatility_spike_flag,0.0,0.0,
GBPUSD,10,tree_snapshot,__tree_text__,,,"|--- early_mae <= 0.00
|   |--- class: 1
|--- early_mae >  0.00
|   |--- class: 0
"
GBPUSD,11,logistic_primary,tsmom_24,-0.1309755110891827,0.1309755110891827,
GBPUSD,11,logistic_primary,tsmom_48,0.13639050238482284,0.13639050238482284,
GBPUSD,11,logistic_primary,tsmom_72,0.07082211092011256,0.07082211092011256,
GBPUSD,11,logistic_primary,tsmom_avg,0.015288049757952024,0.015288049757952024,
GBPUSD,11,logistic_primary,vr_6,0.4440853168863755,0.4440853168863755,
GBPUSD,11,logistic_primary,vr_12,-0.4942320547794069,0.4942320547794069,
GBPUSD,11,logistic_primary,vr_24,-0.985721552039257,0.985721552039257,
GBPUSD,11,logistic_primary,ma_spread,0.08857369311796326,0.08857369311796326,
GBPUSD,11,logistic_primary,ma_slope,0.09097334696840308,0.09097334696840308,
GBPUSD,11,logistic_primary,adx_14,0.11925585100862628,0.11925585100862628,
GBPUSD,11,logistic_primary,adx_slope,0.1341913202381782,0.1341913202381782,
GBPUSD,11,logistic_primary,trend_variance_ratio,0.47682283996392794,0.47682283996392794,
GBPUSD,11,logistic_primary,range_ratio,-0.27580117312330554,0.27580117312330554,
GBPUSD,11,logistic_primary,atr_percentile,0.23819520089895937,0.23819520089895937,
GBPUSD,11,logistic_primary,atr_ratio,0.24596013054819685,0.24596013054819685,
GBPUSD,11,logistic_primary,atr_expansion_recent,-0.37854902662808354,0.37854902662808354,
GBPUSD,11,logistic_primary,breakout_strength_atr_mult,-0.018942618690711913,0.018942618690711913,
GBPUSD,11,logistic_primary,breakout_velocity,0.04945329129781991,0.04945329129781991,
GBPUSD,11,logistic_primary,early_return_1,-0.07853449894744018,0.07853449894744018,
GBPUSD,11,logistic_primary,early_return_3,-0.25701280933728216,0.25701280933728216,
GBPUSD,11,logistic_primary,early_volatility,-0.022827469614724673,0.022827469614724673,
GBPUSD,11,logistic_primary,early_range_expansion,0.016941127284370337,0.016941127284370337,
GBPUSD,11,logistic_primary,early_mfe,1.1048905356049032,1.1048905356049032,
GBPUSD,11,logistic_primary,early_mae,-1.043904096664191,1.043904096664191,
GBPUSD,11,logistic_primary,early_slope,0.5254071292942438,0.5254071292942438,
GBPUSD,11,logistic_primary,volatility_spike_flag,0.0,0.0,
GBPUSD,11,tree_snapshot,__tree_text__,,,"|--- early_mae <= 0.00
|   |--- class: 1
|--- early_mae >  0.00
|   |--- class: 0
"
GBPUSD,12,logistic_primary,tsmom_24,-0.2478761593564788,0.2478761593564788,
GBPUSD,12,logistic_primary,tsmom_48,0.15332599448640805,0.15332599448640805,
GBPUSD,12,logistic_primary,tsmom_72,0.17364507339579088,0.17364507339579088,
GBPUSD,12,logistic_primary,tsmom_avg,-0.0002823549118876674,0.0002823549118876674,
GBPUSD,12,logistic_primary,vr_6,0.2284982890459987,0.2284982890459987,
GBPUSD,12,logistic_primary,vr_12,-0.6551912668684328,0.6551912668684328,
GBPUSD,12,logistic_primary,vr_24,-1.170822307230027,1.170822307230027,
GBPUSD,12,logistic_primary,ma_spread,0.20636962983355958,0.20636962983355958,
GBPUSD,12,logistic_primary,ma_slope,0.32628954699179263,0.32628954699179263,
GBPUSD,12,logistic_primary,adx_14,-0.09339556972520165,0.09339556972520165,
GBPUSD,12,logistic_primary,adx_slope,0.3028064108033868,0.3028064108033868,
GBPUSD,12,logistic_primary,trend_variance_ratio,0.267480717156798,0.267480717156798,
GBPUSD,12,logistic_primary,range_ratio,-0.2143878697864582,0.2143878697864582,
GBPUSD,12,logistic_primary,atr_percentile,0.4914710610383214,0.4914710610383214,
GBPUSD,12,logistic_primary,atr_ratio,0.08927268088441152,0.08927268088441152,
GBPUSD,12,logistic_primary,atr_expansion_recent,-0.33667600253528696,0.33667600253528696,
GBPUSD,12,logistic_primary,breakout_strength_atr_mult,-0.094043196265404,0.094043196265404,
GBPUSD,12,logistic_primary,breakout_velocity,0.06582788565152768,0.06582788565152768,
GBPUSD,12,logistic_primary,early_return_1,-0.5623400334992191,0.5623400334992191,
GBPUSD,12,logistic_primary,early_return_3,-0.22572468276911983,0.22572468276911983,
GBPUSD,12,logistic_primary,early_volatility,-0.006200665209476666,0.006200665209476666,
GBPUSD,12,logistic_primary,early_range_expansion,-0.3231770164886743,0.3231770164886743,
GBPUSD,12,logistic_primary,early_mfe,0.7269396156618713,0.7269396156618713,
GBPUSD,12,logistic_primary,early_mae,-1.030074753470848,1.030074753470848,
